Category,Problem List Item,BraveEve's Conversational Question,Yes,No,Verbatim
Emotional,Grief or loss,"Has your mind been feeling deeply sad inside for something or someone that is no longer with you, [Name]?","Thank you for being so honest with me. It takes a lot of emotional courage to face these thoughts, and your feelings are completely respected and safe here.",That is excellent news! I am so glad that your heart is resting in a peaceful and steady space today.,"A person with cancer felt deep sadness and worry about what may happen to her. She said, ""I cried because I was worried."""
Emotional,Fear,Sometimes we get scared about what will happen next. Is anything making you feel afraid inside?,"It is okay to feel scared. You are not alone in this, we are holding your hand through all these steps.",That is wonderful. Feeling brave and calm is a very strong thing.,"A person with cancer said she was very scared because she had never had surgery before. She said, ""I was afraid because I had not undergone any surgery in my lifetime. Because of the fear, my blood pressure and glucose level had increased."" "
Emotional,Fear,"[Name], in this past week, did you feel an uneasy or scared feeling inside your chest about your future or what might happen next?","It is completely natural to feel a bit frightened when facing big health steps, [Name]. You are doing beautifully just by being here and taking it hour by hour.","That is wonderful, [Name]. Facing your days with a calm and fearless mind gives so much strength to your whole body.","A person with cancer said she was very scared because she had never had surgery before. She said, ""I was afraid because I had not undergone any surgery in my lifetime. Because of the fear, my blood pressure and glucose level had increased."" "
Emotional,Fear,"Have you had any fearful thoughts or a feeling of panic when thinking about your medical routines recently, [Name]?","Thank you for sharing this with me. When the mind feels scared, try to focus only on this single, comfortable moment and let the future wait.",That brings a lot of relief. It is great that your heart is feeling steady and untouched by any hidden worries or fears.,"A person with cancer said she was very scared because she had never had surgery before. She said, ""I was afraid because I had not undergone any surgery in my lifetime. Because of the fear, my blood pressure and glucose level had increased."" "
Emotional,Fear,"[Name], did you notice any sudden nervousness or a feeling of being scared or frightened about your condition this week?","I hear you clearly, [Name]. Having scary thoughts is a very normal response to physical stress, so please just close your eyes and breathe easy today.",That is an excellent sign. Feeling brave and steady inside your heart makes this entire journey much smoother for you.,"A person with cancer said she was very scared because she had never had surgery before. She said, ""I was afraid because I had not undergone any surgery in my lifetime. Because of the fear, my blood pressure and glucose level had increased."" "
Emotional,Fear,"Has an inner fear been making you feel scared or hesitant to go about your daily hospital appointments, [Name]?",Thank you for speaking so openly. There is absolutely no shame in feeling nervous; your feelings are completely valid and you are handling things well.,"I am very happy to hear that, [Name]. Keeping a confident and relaxed outlook is a beautiful way to take care of yourself.","A person with cancer said she was very scared because she had never had surgery before. She said, ""I was afraid because I had not undergone any surgery in my lifetime. Because of the fear, my blood pressure and glucose level had increased."" "
Emotional,Loneliness,"Even with people around, we can feel very alone. [Name], are you feeling lonely these days?","I am so sorry you are feeling this way, [Name]. Please know that you are not alone and your feelings matter.",That is so nice. Having good people around to talk to is a big blessing.,"A person with cancer said she felt very lonely at home, even though she had family. She said, ""I used to feel very lonely at home."" "
Emotional,Loneliness,"[Name], even when people are sitting around you, did you find yourself feeling very lonely or left out, this week?","I am so sorry you are feeling this way, [Name]. Please know that you are not alone and your feelings matter.",That is so nice. Having good people around to talk to is a big blessing.,"A person with cancer said she felt very lonely at home, even though she had family. She said, ""I used to feel very lonely at home."" "
Emotional,Loneliness,"Have you been feeling like there is no one who truly understands your pain, making you feel alone inside, [Name]?","Thank you for opening up to me about this. It can feel quite lonely to deal with an illness, but please remember that your heart is deeply valued.",That is a wonderful comfort! It is great to know that you feel connected and supported by the people in your life.,"A person with cancer said she felt very lonely at home, even though she had family. She said, ""I used to feel very lonely at home."" "
Emotional,Loneliness,"[Name], did you feel a bit lonely or separated from others this past week?","I hear you, [Name]. When the body is resting a lot, the days can feel very long and distant, so please just take this time to be gentle with yourself.",That is lovely to hear. Having a warm circle of family or friends around you is a beautiful shield against loneliness.,"A person with cancer said she felt very lonely at home, even though she had family. She said, ""I used to feel very lonely at home."" "
Emotional,Loneliness,"Have you been feeling lonely during your quiet hours or evenings lately, [Name]?","Thank you for telling me your true feelings. It takes a lot of honesty to share this, and it is completely okay to just rest and breathe quietly today.",That brings a lot of peace to my mind. I am so glad that you are feeling completely happy and companionable right now.,"A person with cancer said she felt very lonely at home, even though she had family. She said, ""I used to feel very lonely at home."" "
Emotional,Anger,It is okay to get angry when the body is unwell. Are you feeling angry or irritated about things lately?,That is totally understandable. Sickness can make anyone feel irritated. Thank you for sharing your true feelings.,I am happy to know your mind is feeling cool and patient right now.,"A person getting chemotherapy said her body felt uncomfortable after treatment, and this made her angry with her family. She said, ""I used to get very angry and I used to speak angrily with all my family."" "
Emotional,Anger,"[Name], did you find yourself getting easily annoyed, angry, or losing your temper over small things during this past week?",That is totally understandable. Sickness can make anyone feel irritated. Thank you for sharing your true feelings.,I am happy to know your mind is feeling cool and patient right now.,"A person getting chemotherapy said her body felt uncomfortable after treatment, and this made her angry with her family. She said, ""I used to get very angry and I used to speak angrily with all my family."" "
Emotional,Anger,"Have you been feeling a lot of anger or irritation inside your heart lately, [Name]?",It is completely natural to feel furious or upset when your body is going through so much stress. Please don't judge yourself for feeling angry today.,"That is excellent, [Name]. Keeping a calm, patient, and soft mind during tough times is a very beautiful quality.","A person getting chemotherapy said her body felt uncomfortable after treatment, and this made her angry with her family. She said, ""I used to get very angry and I used to speak angrily with all my family."" "
Emotional,Anger,"[Name], did you notice that you were angry or feeling full of irritation during your conversations this week?","Thank you for sharing this honestly. When physical energy is low, our patience also runs out very quickly, so please just take a break and rest quietly.",That is a big relief! It is wonderful that your thoughts are running smoothly with a very cool and relaxed temper today.,"A person getting chemotherapy said her body felt uncomfortable after treatment, and this made her angry with her family. She said, ""I used to get very angry and I used to speak angrily with all my family."" "
Emotional,Anger,"Has an angry or irritated feeling been inside your mind while dealing with your medical daily routines, [Name]?","I hear you clearly, [Name]. Carrying physical discomfort naturally makes the mind feel hot and restless, and it is completely okay to express that feeling.","I am very happy to know that, [Name]. Keeping your interactions sweet and calm shows a lot of inner peace.","A person getting chemotherapy said her body felt uncomfortable after treatment, and this made her angry with her family. She said, ""I used to get very angry and I used to speak angrily with all my family."" "
Emotional,Changes in appearance,"Treatments can change how we look outside. How do you feel when you look at yourself, [Name]? Is it making you feel sad?",I hear you. It can be hard to see changes in the mirror. Please remember your true beauty is always shining from inside.,Feeling comfortable with yourself is a beautiful thing. I can see how positive you are!,"A person getting cancer treatment said the changes in her appearance made her feel scared and upset. She said, ""When I got up from the bed, most of the hair would have fallen. I would feel scared seeing it."" "
Emotional,Changes in appearance,"[Name], have the changes in your weight, hair, or skin because of the treatment made you feel unhappy when you look at yourself?",I hear you. It can be hard to see changes in the mirror. Please remember your true beauty is always shining from inside.,Feeling comfortable with yourself is a beautiful thing. I can see how positive you are!,"A person getting cancer treatment said the changes in her appearance made her feel scared and upset. She said, ""When I got up from the bed, most of the hair would have fallen. I would feel scared seeing it."" "
Emotional,Changes in appearance,"Do you feel sad, uncomfortable, or hesitant to go in front of other people because of how your body looks right now, [Name]?","Thank you for being so vulnerable with me. Your physical form is working hard to heal, and you are beautiful and worthy just as you are today.","That is wonderful, [Name]! Accepting and loving yourself just the way you are is an incredibly powerful and beautiful trait.","A person getting cancer treatment said the changes in her appearance made her feel scared and upset. She said, ""When I got up from the bed, most of the hair would have fallen. I would feel scared seeing it."" "
Emotional,Changes in appearance,"[Name], did you notice that changes in your physical appearance were making you feel low or worried this week?","I understand completely, [Name]. It takes a lot of time to get used to new changes, so please be very gentle with your heart and your mirror today.",That brings a big smile to my face. It is great that you are feeling fully confident and happy with your physical self.,"A person getting cancer treatment said the changes in her appearance made her feel scared and upset. She said, ""When I got up from the bed, most of the hair would have fallen. I would feel scared seeing it."" "
Emotional,Changes in appearance,"Has the way your appearance has changed during this medical journey made you feel like avoiding mirrors or photos lately, [Name]?","Thank you for telling me. Your body is navigating a major healing path right now, and your inner strength shines far brighter than any outer change.",That is excellent news! Staying positive and comfortable with your appearance is a wonderful sign of your inner happiness.,"A person getting cancer treatment said the changes in her appearance made her feel scared and upset. She said, ""When I got up from the bed, most of the hair would have fallen. I would feel scared seeing it."" "
Emotional,Feelings of worthlessness or being a burden,Sometimes we feel we are doing nothing good. Are you having thoughts that you are a burden and not helpful to your family?,"Please know that your family loves you for who you are, not for the work you do. You are very important to them just by being here.","Great! You are a very valuable person, and I am glad you know that!","A person with cancer said she felt her whole family was affected by her illness. She said, ""It's not me. Everybody has to go through"" "
Emotional,Feelings of worthlessness or being a burden,"[Name], this week, did you have thoughts that you are not able to help your family and are just becoming a load or a burden on them?","Please know that your family loves you for who you are, not for the work you do. You are very important to them just by being here.","Great! You are a very valuable person, and I am glad you know that!","A person with cancer said she felt her whole family was affected by her illness. She said, ""It's not me. Everybody has to go through"" "
Emotional,Feelings of worthlessness or being a burden,"Have you been feeling down on yourself, thinking that you are not useful to anyone because of your physical weakness right now, [Name]?","Thank you for sharing this deep worry. Your presence alone brings so much meaning to your home, and your only job right now is simply to heal and rest.","That is a beautiful thing to hear, [Name]. Recognizing your own value and importance keeps your spirit incredibly strong.","A person with cancer said she felt her whole family was affected by her illness. She said, ""It's not me. Everybody has to go through"" "
Emotional,Feelings of worthlessness or being a burden,"[Name], did a heavy thought come into your mind this week making you feel that you are creating too much trouble for your family members?","I hear you clearly, and please shake off that thought. Loving families find joy in looking after their own, and you are deeply treasured by everyone.",That is a big relief! Knowing that you are a vital and loved part of your home brings so much positive energy to your day.,"A person with cancer said she felt her whole family was affected by her illness. She said, ""It's not me. Everybody has to go through"" "
Emotional,Feelings of worthlessness or being a burden,"Have you been feeling useless or finding it hard to see your own value while spending so much time on the hospital bed, [Name]?",Thank you for being so open with me about these thoughts. Please take a deep breath and remind yourself that your worth never depends on how much work you can do.,"That is excellent, [Name]! It is wonderful that you see yourself with respect and know exactly how much you mean to your family.","A person with cancer said she felt her whole family was affected by her illness. She said, ""It's not me. Everybody has to go through"" "
Social,Relationship with Spouse/Partner,"Now, [Name], I would like to understand how you have been feeling around other people. How have things been between you and your spouse/partner lately? Are you both talking nicely, or are things a little tough right now?","Sickness can bring tension in the house. It is okay. Thank you for telling me, and please remember to take things just one easy step at a time.",That is so wonderful. Having a loving partner makes everything a little easier.,"A person with cancer said her husband supported her when she was in pain. She said, ""There are times I would hold on to him and give me a hug and cry, the pain I couldn't take it. He would just hold me and tell it's okay, it's okay."" "
Social,Relationship with Spouse/Partner,"For the next few questions, I want to gently ask about your social circle and home life, [Name]. Have you felt that your spouse or partner doesn't understand your daily struggle, making things look difficult between you two lately?","Sickness can bring tension in the house. It is okay. Thank you for telling me, and please remember to take things just one easy step at a time.",That is so wonderful. Having a loving partner makes everything a little easier.,"A person with cancer said her husband supported her when she was in pain. She said, ""There are times I would hold on to him and give me a hug and cry, the pain I couldn't take it. He would just hold me and tell it's okay, it's okay."" "
Social,Relationship with Spouse/Partner,"Shifting our focus to your relationships and social life, [Name]. In these past few days, did you find yourself arguing more or feeling a diatance with your partner?","It is completely natural for home dynamics to feel a little stressed when you are going through a medical journey. Please don't worry, just focus on resting your mind right now.",That is very beautiful to hear! Having that sweet understanding at home gives you a very solid foundation to heal.,"A person with cancer said her husband supported her when she was in pain. She said, ""There are times I would hold on to him and give me a hug and cry, the pain I couldn't take it. He would just hold me and tell it's okay, it's okay."" "
Social,Relationship with Spouse/Partner,"Now, [Name], I would like to ask something about how you are feeling around other people. Let's talk about home; this past week, have things felt a bit different, distant, or difficult between you and your husband or partner?","Thank you for sharing this quietly with me. When the body is weak, communicating clearly takes a lot of effort, so it is entirely okay if things feel a bit mismatched today.",That brings a lot of comfort. A supportive and warm relationship with your companion is a wonderful blessing during recovery.,"A person with cancer said her husband supported her when she was in pain. She said, ""There are times I would hold on to him and give me a hug and cry, the pain I couldn't take it. He would just hold me and tell it's okay, it's okay."" "
Social,Relationship with Spouse/Partner,"Looking at how you are connecting with people around you lately, [Name]. Did you feel any irritation or tension when talking to your partner this week?","I hear you clearly, [Name]. Facing an illness puts pressure on the whole household, and it is completely normal to have days where you both just need some quiet space.",That is excellent news! It is so heartening to know that you and your partner are walking this path together with total love and harmony.,"A person with cancer said her husband supported her when she was in pain. She said, ""There are times I would hold on to him and give me a hug and cry, the pain I couldn't take it. He would just hold me and tell it's okay, it's okay."" "
Social,Relationship with children,"In this past week, did you face any difficulty or feel uncomfortable when you were interacting or sitting with your children?","Thank you for sharing that with me, [Name]. It seems those moments can feel a bit hard or uncomfortable for you right now, maybe because your energy is low.","That is a very good sign, [Name]! It seems you are able to be yourself and feel comfortable when you are spending time with the children.","A person with cancer said her children helped her when she felt tired and had burning in her stomach. She said, ""My children would make buttermilk for me to drink."" 
A person with cancer said things were difficult with her children, but she still loved them. She said, ""Even my children are not that good to me now, but still they are mine."" "
Social,Relationship with children,"[Name], in this past week, did you feel a bit disconnected, impatient, or uncomfortable when sitting and talking with your children?","Please do not let your heart feel heavy about this. When your physical battery is low, matching the energy of little ones is a massive task, so resting quietly is completely okay.","That is a very beautiful sign, [Name]! It is wonderful that spending time with your kids is bringing joy and comfort to your heart.","A person with cancer said her children helped her when she felt tired and had burning in her stomach. She said, ""My children would make buttermilk for me to drink."" 
A person with cancer said things were difficult with her children, but she still loved them. She said, ""Even my children are not that good to me now, but still they are mine."" "
Social,Relationship with children,"Have you been finding it hard to smile or stay gentle when your kids come near you or ask for your time recently, [Name]?","Thank you for telling me your true feelings. It takes a lot of mental strength to manage a family while healing, and it is perfectly fine if you need some solo time today.",That is fantastic! Being able to enjoy your children's chatter and presence is a beautiful reflection of your inner strength.,"A person with cancer said her children helped her when she felt tired and had burning in her stomach. She said, ""My children would make buttermilk for me to drink."" 
A person with cancer said things were difficult with her children, but she still loved them. She said, ""Even my children are not that good to me now, but still they are mine."" "
Social,Relationship with children,"[Name], were you too tired to talk or spend time with your children this week?","I understand completely, [Name]. Your children love you simply for who you are, even if you are just resting silently on the bed and letting them play nearby.",That brings a big smile to my face. It is great that your bond with the kids is keeping you feeling so happy and normal.,"A person with cancer said her children helped her when she felt tired and had burning in her stomach. She said, ""My children would make buttermilk for me to drink."" 
A person with cancer said things were difficult with her children, but she still loved them. She said, ""Even my children are not that good to me now, but still they are mine."" "
Social,Relationship with children,"Has a lack of energy made it uncomfortable for you to look after or interact with your children during these past few days, [Name]?","Thank you for sharing this with me. Healing requires your full attention right now, and it is entirely natural if you have to take a step back from parenting duties for a while.",I am so glad to know that! Keeping up that sweet and easy connection with your kids is a wonderful support for your wellbeing.,"A person with cancer said her children helped her when she felt tired and had burning in her stomach. She said, ""My children would make buttermilk for me to drink."" 
A person with cancer said things were difficult with her children, but she still loved them. She said, ""Even my children are not that good to me now, but still they are mine."" "
Social,Relationship with family members,"[Name], in this past week, did you find it very difficult to interact with your family members or handle daily household conversations?","Thank you for sharing. Interacting with family when you are unwell can feel exhausting, and your feelings are completely respected today.","That's really great, [Name]. It's good to know that your conversations and interactions at home are remaining warm, happy, and fully peaceful.","A person with cancer said her family helped take care of her. Her father, mother, husband, and son all supported her in different ways. She said, ""All four of them were sharing the responsibility of taking care of me."" "
Social,Relationship with family members,"[Name], in this past week, did you feel any discomfort or difficulty when you were chatting with your family members or relatives?","Thank you for telling me this honestly. Medical journeys take up a lot of vocal energy, and it is completely safe to express this fatigue here.","That is wonderful, [Name]! Finding it easy to sit down and speak with your close relatives is a great sign of stability.","A person with cancer said her family helped take care of her. Her father, mother, husband, and son all supported her in different ways. She said, ""All four of them were sharing the responsibility of taking care of me."" "
Social,Relationship with family members,"Have you been avoiding phone calls or feeling uncomfortable when your family members try to talk to you lately, [Name]?","I hear you clearly, [Name]. Speaking at home takes a heavy toll when you are sick; please give your mind and voice permission to rest quietly today.","That is very nice to hear. It is a big comfort to know that your family interactions are filled with absolute gentleness, ease, and smiles.","A person with cancer said her family helped take care of her. Her father, mother, husband, and son all supported her in different ways. She said, ""All four of them were sharing the responsibility of taking care of me."" "
Social,Relationship with family members,"[Name], did you find yourself getting angry or irritated at your family members this week?","Thank you for your honesty. When your system is under heavy medical stress, simple home conversations can feel too heavy; just breathe softly and rest now.","That is an excellent sign. It is wonderful that you are replying to your family members with a very calm, relaxed, and gentle mindset.","A person with cancer said her family helped take care of her. Her father, mother, husband, and son all supported her in different ways. She said, ""All four of them were sharing the responsibility of taking care of me."" "
Social,Relationship with family members,"Have you been feeling too tired to interact with the people in your house while managing your illness lately, [Name]?","I appreciate you sharing this deeply personal thought. Answering daily questions when you have low energy is very tough, and you are being so brave.",That brings a big smile to my face. It is fantastic that talking with your family feels completely comfortable and smooth for you.,"A person with cancer said her family helped take care of her. Her father, mother, husband, and son all supported her in different ways. She said, ""All four of them were sharing the responsibility of taking care of me."" "
Social,Relationship with friends/coworkers,"Apart from your family, [Name], in this past week, did you find it difficult or exhausting to keep in touch, text, or talk with your friends?","Thank you for telling me. Keeping up social connections or friendly greetings takes a lot of effort when healing, and we completely understand.","That's really great, [Name]. It's good to know your communication with your social circle is remaining lively, open, and comfortable.","A person getting chemotherapy said her friends visited her, brought food, and spoke positive words. She said, ""When I was admitted for chemotherapy, they (friends) came to visit me."" "
Social,Relationship with friends/coworkers,"Has it been hard for you to talk or sit comfortably with your coworkers or friends during these past few days, [Name]?",Thank you for sharing this honestly with me. Interacting with others can be a bit difficult when your body is weak.,"That is wonderful, [Name]! Knowing that you feel the energy to interact beautifully with your friends and peers brings a lot of joy.","A person getting chemotherapy said her friends visited her, brought food, and spoke positive words. She said, ""When I was admitted for chemotherapy, they (friends) came to visit me."" "
Social,Relationship with friends/coworkers,"[Name], did you find it hard or tiring to keep in touch with your friends or interact with your workplace colleagues recently?","Thank you for sharing this honestly with me. Feeling a bit distant from your regular social or work world is normal, and your privacy is fully secure.","That is wonderful, [Name]! Knowing that you feel beautifully connected, valued, and remembered by your friends and peers brings a lot of joy.","A person getting chemotherapy said her friends visited her, brought food, and spoke positive words. She said, ""When I was admitted for chemotherapy, they (friends) came to visit me."" "
Social,Relationship with friends/coworkers,"[Name], this past week, did you face any difficulty, strain, or tiredness when trying to stay in contact, send messages, or speak with your friends or coworkers?","Thank you for telling me. Keeping up social connections or greeting friends takes a lot of effort when healing, and we completely understand.","That's really great, [Name]. It's good to know your connection with your social circle is remaining lively, open, and comfortable.","A person getting chemotherapy said her friends visited her, brought food, and spoke positive words. She said, ""When I was admitted for chemotherapy, they (friends) came to visit me."" "
Social,Relationship with friends/coworkers,"Have you felt it tough or tiring to talk or spend time near your coworkers and friends recently, [Name]?","Thank you for sharing this honestly with me. Feeling a bit drained around your regular social or work circle is normal, and your privacy is fully secure.","That is wonderful, [Name]! Knowing that you feel beautifully relaxed, valued, and comfortable around your friends and peers brings a lot of joy.","A person getting chemotherapy said her friends visited her, brought food, and spoke positive words. She said, ""When I was admitted for chemotherapy, they (friends) came to visit me."" "
Social,Communication with health care team,"Sometimes people may not feel comfortable talking openly with doctors or nurses. In the past week, have you felt this difficulty?","Thank you for sharing this with me. It is completely natural to want clear answers, and you are doing great handling all these steps.",I am happy to hear that [Name]! Being able to share your thoughts easily with your medical team helps you get the best care possible.,"A person with cancer said she did not get enough information from the doctors about the full cost of treatment. She said, ""They only said, ‘Come on this day for your next chemo.’ They said one chemo would cost around ?25,000, but they did not tell us how much the full treatment would cost. For me, that little information was not enough."" 
A person with cancer said her doctor explained the illness and treatment clearly. She said, ""He explained each and everything to me. He told me about the diagnosis and the treatment. In all ways, he prepared me."" "
Social,Communication with health care team,"[Name], in this past week, did you find it difficult or intimidating to speak openly with your doctors and nurses about your pain or doubts?","Hospital environments can feel very overwhelming, and it is totally natural to hesitate when asking questions. Take a deep breath - you are handling these big steps very bravely.","I am happy to hear that, [Name]! Being able to share your thoughts easily with your medical team helps you get the best care possible.","A person with cancer said she did not get enough information from the doctors about the full cost of treatment. She said, ""They only said, ‘Come on this day for your next chemo.’ They said one chemo would cost around ?25,000, but they did not tell us how much the full treatment would cost. For me, that little information was not enough."" 
A person with cancer said her doctor explained the illness and treatment clearly. She said, ""He explained each and everything to me. He told me about the diagnosis and the treatment. In all ways, he prepared me."" "
Social,Communication with health care team,"Have you been hiding your symptoms or holding back your questions because the medical staff seems too busy or hurried, [Name]?","Thank you for telling me this. It can feel uncomfortable to speak up when everything is moving so fast, but your comfort and clarity are always important.","That is excellent, [Name]. Feeling confident and well-informed during your check-ups makes the entire hospital process much smoother.","A person with cancer said she did not get enough information from the doctors about the full cost of treatment. She said, ""They only said, ‘Come on this day for your next chemo.’ They said one chemo would cost around ?25,000, but they did not tell us how much the full treatment would cost. For me, that little information was not enough."" 
A person with cancer said her doctor explained the illness and treatment clearly. She said, ""He explained each and everything to me. He told me about the diagnosis and the treatment. In all ways, he prepared me."" "
Social,Communication with health care team,"[Name], did you face any confusion or feel blank when the clinic team was explaining your treatment path or medicine chart this week?",It is completely normal to miss a few details when so much new information is given at once. You don't have to understand everything perfectly in a single day.,That is very good news! Having a clear line of communication with your care team keeps things very steady and stress-free.,"A person with cancer said she did not get enough information from the doctors about the full cost of treatment. She said, ""They only said, ‘Come on this day for your next chemo.’ They said one chemo would cost around ?25,000, but they did not tell us how much the full treatment would cost. For me, that little information was not enough."" 
A person with cancer said her doctor explained the illness and treatment clearly. She said, ""He explained each and everything to me. He told me about the diagnosis and the treatment. In all ways, he prepared me."" "
Social,Communication with health care team,"Has any fear or hesitation stopped you from sharing your true daily discomforts with the hospital doctors during your recent visits, [Name]?","I hear you, [Name]. Speaking about physical issues takes a lot of vulnerability, and it is perfectly okay if you take your own time to find the right words.",I am so glad to know that. Being able to discuss your health transparently with the nurses is a very strong and positive asset.,"A person with cancer said she did not get enough information from the doctors about the full cost of treatment. She said, ""They only said, ‘Come on this day for your next chemo.’ They said one chemo would cost around ?25,000, but they did not tell us how much the full treatment would cost. For me, that little information was not enough."" 
A person with cancer said her doctor explained the illness and treatment clearly. She said, ""He explained each and everything to me. He told me about the diagnosis and the treatment. In all ways, he prepared me."" "
Social,Ability to have children,"Thinking about the future and family is very natural. [Name], do you have any worries in your mind about having a baby in the future?","Thank you for sharing this worry with me. It is a very big thought, and it is completely normal for your mind to wander into these deeper questions.",That is perfectly fine! Thank you for letting me know.,"A person with cancer said treatment could affect her chance of having children, but she chose to focus on living. She said, ""The oncologist said I had to be on hormone therapy, and this would reduce my chances of conceiving. I thought, ‘If I have to be alive, I should not conceive. If I conceive, I am taking a complete risk on my own. Then I decided, so what if I cannot conceive? I want to be alive.’"" "
Social,Ability to have children,"[Name], do you find yourself carrying a worry or heavy thoughts about your chances of having a baby later?",Thank you for sharing this personal worry with me. It is completely natural for your mind to wander into these deeper questions when navigating a major health path.,That is perfectly fine! Thank you for letting me know.,"A person with cancer said treatment could affect her chance of having children, but she chose to focus on living. She said, ""The oncologist said I had to be on hormone therapy, and this would reduce my chances of conceiving. I thought, ‘If I have to be alive, I should not conceive. If I conceive, I am taking a complete risk on my own. Then I decided, so what if I cannot conceive? I want to be alive.’"" "
Social,Ability to have children,"Has the thought of fertility or having a baby in the future caused you any sadness or discomfort during this past week, [Name]?","Thank you for trusting me with this deep thought. Facing unexpected medical queries about the future is a lot to carry, and it is completely fine to just take things day by day.","That is very reassuring, [Name]. It is good that your mind is resting easily without any heavy clouds regarding this matter.","A person with cancer said treatment could affect her chance of having children, but she chose to focus on living. She said, ""The oncologist said I had to be on hormone therapy, and this would reduce my chances of conceiving. I thought, ‘If I have to be alive, I should not conceive. If I conceive, I am taking a complete risk on my own. Then I decided, so what if I cannot conceive? I want to be alive.’"" "
Social,Ability to have children,"[Name], did you spend time worrying or feeling stressed about your physical ability to have a child in the future?","I hear you clearly, [Name]. These are very big and significant reflections, and it makes complete sense that your heart is handling these tender feelings right now.",Thank you for sharing. Knowing that this topic is not creating an extra burden for you is a very good thing.,"A person with cancer said treatment could affect her chance of having children, but she chose to focus on living. She said, ""The oncologist said I had to be on hormone therapy, and this would reduce my chances of conceiving. I thought, ‘If I have to be alive, I should not conceive. If I conceive, I am taking a complete risk on my own. Then I decided, so what if I cannot conceive? I want to be alive.’"" "
Social,Ability to have children,"Have you been worrying about how your illness might affect your plans to have children in future, [Name]?","Thank you for being so honest about this private concern. It takes a lot of heart to look ahead while your body is healing, and your feelings are fully respected here.","That is excellent, [Name]. Keeping your mind relaxed and clear of future family stress is a wonderful way to protect your energy today.","A person with cancer said treatment could affect her chance of having children, but she chose to focus on living. She said, ""The oncologist said I had to be on hormone therapy, and this would reduce my chances of conceiving. I thought, ‘If I have to be alive, I should not conceive. If I conceive, I am taking a complete risk on my own. Then I decided, so what if I cannot conceive? I want to be alive.’"" "
Social,Prejudice or discrimination,People outside might not understand illness. Is anyone treating you differently or unkindly because of your health recently?,I am very sad to hear that. Please know that their behavior is not your fault at all. You are doing great.,I am so glad people around you are behaving normally and nicely.,"A person with cancer said people treated her illness like gossip and judged her. She said, ""People would gather and talk about me… Some of them would also say that it was a punishment."" "
Social,Prejudice or discrimination,"[Name], in this past week, did you feel that anyone outside, like neighbors or relatives, treated you badly or differently because of your sickness?","I am very sorry to hear that. Please remember that their behavior or lack of understanding is never your fault, and you are doing an incredible job today.",I am so glad people around you are behaving normally and nicely.,"A person with cancer said people treated her illness like gossip and judged her. She said, ""People would gather and talk about me… Some of them would also say that it was a punishment."" "
Social,Prejudice or discrimination,"Have you noticed people making unkind remarks or avoiding you in your community recently due to your health condition, [Name]?","Thank you for speaking up about this. It can feel hurtful when people don't know how to act, but your dignity and inner strength remain completely untouched.",That brings a lot of peace. It is wonderful to know that your surrounding community is treating you with full warmth and respect.,"A person with cancer said people treated her illness like gossip and judged her. She said, ""People would gather and talk about me… Some of them would also say that it was a punishment."" "
Social,Prejudice or discrimination,"[Name], did anyone treat you unfairly or exclude you this week because of your health?","I hear you, [Name]. It is deeply unfair when others react out of ignorance, but please just close your eyes, breathe easy, and focus entirely on your own comfort today.","That is a very positive thing, [Name]. Having a sweet and normal environment around you is exactly what helps the mind stay happy.","A person with cancer said people treated her illness like gossip and judged her. She said, ""People would gather and talk about me… Some of them would also say that it was a punishment."" "
Social,Prejudice or discrimination,"Has anyone in your surroundings made you feel small, different or judged because of your medical journey, [Name]?","Thank you for sharing this honestly. Dealing with external attitudes takes a lot of patience, and please know that you are deeply valued just for who you are.","I am very happy to know that, [Name]. It is excellent that everyone is interacting with you in a very supportive and dignified manner.","A person with cancer said people treated her illness like gossip and judged her. She said, ""People would gather and talk about me… Some of them would also say that it was a punishment."" "
Practical,Taking care of myself,"Now, [Name], I would like to ask about some day-to-day things in your life. You can always take a break if you want. Let's talk about your daily routine. Have you found any difficulty to take care of your daily needs like bathing, dressing or eating by yourself? ","It is completely fine to ask for a helping hand. Your body is resting right now, and doing less work is okay.","Such a good thing! But remember, if you ever feel tired, it is okay to rest.","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" - Priyanto et al. (2023)
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" "
Practical,Taking care of myself,"[Name], let's now talk about your daily activities. This past week, was it difficult to manage your basic needs like bathing, dressing, or eating by yourself?","It is completely fine to ask for a helping hand. Your body is resting right now, and doing less work is okay.","Such a good thing! But remember, if you ever feel tired, it is okay to rest.","A person with cancer said she needed help from her family for daily needs. She said, ""I need help from my family to bathe, change clothes, and eat."" - Priyanto et al. (2023)
A person with cancer said it took a long time to get up from bed and sit. She said, ""To get up from the bed and to sit, it would take long time for almost 20-25 minutes."" "
