Category,Problem List Item,BraveEve's Conversational Question,Verbatim,Yes,No
Physical,Memory/Concentration,"[Name], did you find yourself forgetting common words or losing your focus while talking to your family this week?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","Thank you for telling me. When the mind is carrying a lot of medical thoughts, it is perfectly fine if you need to ask twice.",That is very nice to hear. It is great that you are able to follow conversations and focus on your daily tasks so easily.
Physical,Memory/Concentration,"When we are stressed, paying attention can feel tough. [Name], have you been facing any trouble with your concentration?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","Please be gentle with your mind today. Your thoughts are processing a lot right now, and it is entirely okay to take a break.","That is excellent, [Name]. I am so glad your thoughts are feeling bright, organized, and completely clear today."
Physical,Memory/Concentration,"[Name], did you notice that you keep forgetting why you entered a room or what you wanted to say during this past week?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","I understand completely, [Name]. When your physical energy is low, your brain gets tired too. Do not take any tension about it.",That is a wonderful update! Having a perfectly alert and attentive mind is a great asset for your daily routine.
Physical,Memory/Concentration,"[Name], did you find it harder than usual to remember simple household chores or grocery lists these past few days?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","I hear you clearly, [Name]. It is totally natural to mix up small things when you are unwell. Just take it very easy today.",That is excellent news! Knowing that your thoughts are sharp and steady brings a lot of peace to my mind.
Physical,Memory/Concentration,"[Name], did a scattered feeling in your mind make you forget your doctor's advice or scheduled visit dates recently?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","Please do not blame yourself for being forgetful right now, [Name]. It is a very common thing when your body is under stress.","I am so happy to hear that. Waking up with a bright, focused, and clear head is a beautiful thing for your health."
Physical,Memory/Concentration,"Did you feel a sudden blankness or confusion in your head when trying to manage your regular tasks lately, [Name]?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","I hear you, [Name]. Please give yourself full permission to write things down on paper and skip any extra mental pressure.",That is fantastic! Hearing that your mind is feeling perfectly organized and clear makes me very happy.
Physical,Memory/Concentration,"Did you find it difficult to remember where you kept your spectacles, keys, or prescription slips this past week, [Name]?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ","I appreciate your honesty, [Name]. Forgetting small things is just a sign that your brain needs complete rest. Relax today.",That is a perfect way to finish! I am so glad your memory and focus are staying beautifully sharp and active.
Physical,Memory/Concentration,"[Name], in this past week, did you feel confused while talking, or did you forget common things like where you kept your items or medicines?","A person getting chemotherapy said she had trouble remembering things. ""All throughout the chemotherapy, suddenly, you have no memory. You will be sitting in a place and wondering where you are."" ",It is completely natural for the mind to slow down when the body is healing. Don't stress yourself; just take things one simple step at a time.,"That is wonderful, [Name]! Having a sharp memory and a clear mind is an excellent sign of your mental strength."
Physical,Sexual health,"We can talk about anything here [Name], please answer if you're comfortable. During or after treatment, some people notice dryness, discomfort, or less interest in intimacy. It can change how you feel with your husband or partner. Have you noticed any changes or faced any trouble like this recently? ","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Thank you for trusting me with this. It is a very common change, and it is completely natural for your feelings to change on this journey.",That is very encouraging that things are feeling comfortable for you at this time.
Physical,Sexual health,"Medicine can affect our intimate life, [Name]. Have you noticed changes like less interest in closeness or physical discomfort with your partner lately?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Thank you for trusting me with this. It is a very common change, and it is completely natural for your feelings to change on this journey.",That is very encouraging that things are feeling comfortable for you at this time.
Physical,Sexual health,"[Name], you can share anything safely here. Have your treatments caused any physical dryness or made intimate moments with your partner feel uncomfortable recently?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Thank you for sharing this private matter. Changes in intimacy happen to almost everyone during treatment, and it is completely normal to feel this way.","That is wonderful to hear, [Name]. It is great that your personal relationship is moving along smoothly and comfortably."
Physical,Sexual health,"Please feel free to talk about anything here. [Name], have you faced any trouble or changes in your sexual health this week?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","I hear you clearly, [Name]. Your body is going through a massive transition, and it is totally okay if your physical connection feels different right now.","That is very good, [Name]. Having comfort and ease in your personal life is a beautiful support during your recovery."
Physical,Sexual health,"[Name], has your medical routine made you feel less connected or caused any physical discomfort during intimacy with your partner?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Thank you for being so open about this. It takes a lot of heart to discuss these things, and please know that your body's current pace is entirely natural.","I am very glad to know that, [Name]. It is an excellent sign that you are not facing any trouble in your intimate life."
Physical,Sexual health,"We can talk about anything here, [Name]. Have you felt any dryness, pain, or less interest in being intimate to your partner lately?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Thank you for sharing. It is difficult when you face changes in intimacy, and you are being very brave just by talking about it.",That is very happy news! I am so glad that your body is feeling completely fine and comfortable today.
Physical,Sexual health,"[Name], medicine can affect our private life. Have you noticed less interest in closeness or any physical pain with your partner?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","I am sorry to hear that. When intimacy changes due to medicine, it takes a lot of heart to handle things one step at a time.",That is great to hear. It is a very big relief when your private life feels normal and free from any discomfort.
Physical,Sexual health,"[Name], you can share anything safely here. Have your treatments made intimate moments with your partner feel uncomfortable recently?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Please be very soft on yourself today. When your body feels uncomfortable, resting quietly is the best thing you can do.",I am so glad to know that. Having no physical discomfort during your close moments brings so much peace to your mind.
Physical,Sexual health,"Please feel free to talk about anything here, [Name]. Have you faced any trouble or changes in your sexual health this week?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ",Thank you for telling me this. Please do not take any stress; your body is going through a lot and needs time to heal.,That brings a big smile to my face. It is wonderful that your body feels so relaxed and healthy right now.
Physical,Sexual health,"Sometimes sickness changes our private life, [Name]. Have you felt any worry or physical trouble during intimacy this week?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","It is not easy to handle these changes, [Name]. Please do not do any hard work today and just let yourself rest.",I am happy for you. It is a wonderful thing when your intimate life feels completely relaxed and happy.
Physical,Sexual health,"[Name], I want to check on your comfort. Have you noticed any dryness or physical pain during intimate moments these days?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Thank you for being so honest with me. When you are feeling uncomfortable, resting quietly is exactly what you need.",That is very good to hear. Staying free from physical trouble is a great blessing for your health today.
Physical,Sexual health,"Sickness can change how our body feels, [Name]. Have intimate moments with your partner been painful or difficult lately?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","I understand your situation, [Name]. When your body is dealing with medicine effects, your only job is to rest.",That is excellent to hear. I am so glad that your body is feeling light and happy today.
Physical,Sexual health,"[Name], you can share anything safely here. Have your treatments made intimate moments with your partner feel uncomfortable recently?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ",Thank you for letting me know. Please take things very easy today and let your tired body rest well.,That brings a lot of joy to my heart. It is fantastic that your body feels so comfortable.
Physical,Sexual health,"Medicine can make our body feel very different, [Name]. Have you had any pain or less interest in intimacy this week?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Dealing with these changes is hard, but you are doing a beautiful job handling it one hour at a time.",That is a great sign. It is wonderful that your body is feeling completely fine and free of trouble.
Physical,Sexual health,"[Name], has it been hard for you to enjoy intimacy with your partner because your body hurts or feels dry lately?","A person getting cancer treatment said she had dryness, burning, and no interest in being close with her husband or partner. She said, ""Vaginal dryness, even today, I have the vaginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil."" ","Please do not take any stress, [Name]. When the body is going through changes, resting quietly is the most helpful thing.",I am so happy for you. Having a comfortable and relaxed body brings so much peace to your day.
Physical,Changes in eating,How has eating been lately [Name]? Have you been having trouble eating or enjoying food?,"A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",Eating can become tough some days. You can slowly try different soft foods that your stomach likes.,That brings a smile to my face! Eating your daily meals properly is very good for your strength.
Physical,Changes in eating,"Medicines can sometimes change how our tongue tastes things. [Name], have you lost your appetite or found it hard to enjoy your meals lately?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",Eating can become tough some days. You can slowly try different soft foods that your stomach likes.,That brings a smile to my face! Eating your daily meals properly is very good for your strength.
Physical,Changes in eating,"[Name], has it been difficult for you to finish your food because of any reason like dry mouth, or simply not feeling like eating anything this week?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","Thank you for letting me know. Don't force yourself to finish big plates; even small, frequent bites of simple food can give your body good energy.","That is fantastic, [Name]! Keeping up a good appetite and enjoying your home-cooked food is exactly what your body needs to heal."
Physical,Changes in eating,"[Name], did you face any trouble eating or swallowing your food properly in the past few days?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",It is completely okay if your favorite dishes taste a bit different right now. Just listen to your stomach and eat whatever feels light and easy.,"I am so happy to hear that, [Name]. Eating your meals with interest and joy is a wonderful sign of improving health."
Physical,Changes in eating,"[Name], have you noticed any major changes in your eating habits, like feeling full too quickly or losing interest in eating?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","Thank you for being honest. When the body is healing, appetite can go up and down like the weather. Just take it one simple spoonful at a time.",That is a big relief! Getting your proper nourishment without any trouble is the best way to maintain your daily strength.
Physical,Changes in eating,"How has eating been lately, [Name]? Have you been having trouble eating or enjoying your food?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",It is completely normal to lose your taste right now. Please give your body whatever small food it asks for today.,Having a good appetite is a great sign! That shows your body is finding its strength.
Physical,Changes in eating,"Medicines can sometimes change how our tongue tastes things. [Name], have you lost your appetite or found it hard to enjoy meals?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","Your body is working very hard on the inside to heal, so eating less is natural. Just relax and do not push yourself.","That is amazing, [Name]. It is so wonderful to see you enjoying your food with a nice and healthy appetite today."
Physical,Changes in eating,"[Name], has it been difficult for you to finish your food because of a dry mouth, or simply not feeling like eating this week?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",Please do not feel guilty for leaving food on your plate today. Listening to your stomach is what your body needs.,I am very happy to hear that! Feeling hungry and eating well helps you enjoy your day so much more.
Physical,Changes in eating,"[Name], did you face any trouble eating or swallowing your food properly in the past few days?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","Thank you for sharing this. It takes a lot of patience to deal with throat soreness, so take your food very slowly.",That is a very positive sign. It is wonderful that your body is accepting food so easily and smoothly right now.
Physical,Changes in eating,"[Name], have you noticed any major changes in your eating habits, like feeling full too quickly or losing interest in food?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","I understand completely, [Name]. When your stomach feels full fast, eating small bites throughout the day is the best choice.",That is fantastic news! It is great to see you eating your meals so nicely and feeling full at the right time today.
Physical,Changes in eating,"Have you been skipping your meals because you feel like vomiting or have no hunger at all, [Name]?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","Thank you for being so honest with me. When your stomach feels bad, just take small sips of water and rest quietly.","That is superb, [Name]! Keeping up with your regular breakfast and dinner shows your body is doing great."
Physical,Changes in eating,"[Name], did you find it hard to look at food or smell food without feeling uneasy in these past few days?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","I hear you clearly, [Name]. Sickness can make food smells very strong. Please sit in a airy room and take complete rest.",That is a very positive update. It is great that your stomach is staying calm and ready for your meals.
Physical,Changes in eating,"[Name], did your stomach feel heavy or bloated even after eating just one or two bites of food this week?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ","I understand, [Name]. Your digestion can slow down during treatment, so please just relax and take things very slow today.",That is excellent to hear. Waking up with a light and happy stomach is a wonderful milestone for you.
Physical,Changes in eating,"Has it been a big struggle for you to sit down and finish your normal rice or roti recently, [Name]?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",Thank you for letting me know. Please give yourself full permission to eat light foods like khichdi or porridge today.,I am so happy for you. Eating your regular home-cooked meals easily helps you spend a beautiful day.
Physical,Changes in eating,"[Name], did you notice that you do not feel like eating anything these days?","A person getting cancer treatment said she could not eat many foods. She ate soft food like rice and rava kanji. She said, ""I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits."" 
A person getting cancer treatment said mouth sores and pain made it hard for her to eat. She said, ""With all those mouth ulcers and pain I was not eating food."" ",Thank you for sharing this tender detail. Please sit down comfortably and let your family feed you small bites today.,That is amazing news! Keeping a steady weight and a good appetite shows great physical strength.
Physical,Loss or change of physical abilities,"In your day-to-day life, are daily activities like walking, bathing, or moving around becoming harder for you?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","[Name], thank you for telling me. It's completely understandable. It's okay to take things a little slower and do what feels comfortable for your body.","That is excellent news! Keep up the gentle movement, it is very good for you."
Physical,Loss or change of physical abilities,"[Name], have things like walking, bathing, or sitting up become difficult lately?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","[Name], thank you for telling me. It's completely understandable. It's okay to take things a little slower and do what feels comfortable for your body.","That is excellent news! Keep up the gentle movement, it is very good for you."
Physical,Loss or change of physical abilities,"[Name], this week, did you feel that your hands or legs don't have enough grip or balance to do your usual works by yourself?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Please don't force your muscles too hard today. Your body is telling you to slow down, and it is completely fine to take all the time you need.","That is brilliant, [Name]! It is so heartening to see that you are moving around and managing your physical actions smoothly."
Physical,Loss or change of physical abilities,"Sometimes simple chores can feel very difficult. [Name], are you finding it hard to get out of bed or do your day-to-day activities?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ",Thank you for sharing this. It is totally okay to rely on others or take extra rest right now; your body deserves to recover at its own comfortable pace.,"I am so glad to hear that, [Name]. Keeping up your physical abilities and moving freely is a major step in staying strong."
Physical,Loss or change of physical abilities,"[Name], have you noticed any struggles in walking around the house or in using the bathroom safely?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Please take a deep breath and don't feel discouraged. Healing takes time, and moving slowly or resting on the bed is the best choice for today.","That is wonderful news, [Name]! It is a big comfort to know that your body is holding its balance and moving nicely."
Physical,Loss or change of physical abilities,"In your day-to-day life, are daily activities like walking, bathing, or moving around becoming harder for you?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Thank you for telling me. It is difficult when you cannot move freely, and you are being very brave just by getting through today.","That's really great, [Name]. It's good to know your body is feeling strong and active right now."
Physical,Loss or change of physical abilities,"[Name], have things like walking, bathing, or sitting up become difficult for you lately?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Thank you for sharing this honestly with me. Your openness helps us understand your routine better, and your privacy is safe.","That is wonderful, [Name]! Having a flexible body and a clear movement is an excellent sign of your strength."
Physical,Loss or change of physical abilities,"[Name], this week, did you feel that your hands or legs don't have enough grip or balance to do your usual work by yourself?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","I hear you clearly, [Name]. Thank you for speaking so openly with me today; your body deserves all the quiet rest it can get.",That is very nice to hear. It is great that you are able to hold things and balance yourself so easily.
Physical,Loss or change of physical abilities,"Sometimes simple chores can feel very difficult. [Name], are you finding it hard to get out of bed or do your day-to-day activities?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Thank you for your honesty. There is absolutely no judgment here, and we completely respect you for sharing your daily routine.","That is excellent, [Name]. I am so glad your limbs are feeling bright, active, and completely loose today."
Physical,Loss or change of physical abilities,"[Name], have you noticed any struggles in walking around the house or in using the bathroom safely?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Thank you for being so honest with me, [Name]. It takes a lot of strength to handle this, and please use help whenever needed.",That is a wonderful update! Moving around your rooms with perfect balance is a great asset for your routine.
Physical,Loss or change of physical abilities,"Did your knees or ankles feel too stiff or shaky when you tried to stand up from your chair this week, [Name]?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","Thank you for sharing your heart so openly. Managing this journey is a big task, and it is completely okay to sit quietly today.",That brings a lot of relief. It is fantastic that your legs are working beautifully without any stiffness.
Physical,Loss or change of physical abilities,"[Name], did you need to hold the walls or take someone's support just to walk to the kitchen these past few days?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ",I truly appreciate your honesty with me today. Please take a deep breath and give yourself permission to just relax your body.,That is excellent news! Knowing that you can walk independently and steadily brings a lot of peace to my mind.
Physical,Loss or change of physical abilities,"[Name], was it too painful or tiring for you to lift a water jug or comb your own hair this week?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","I hear your words, [Name]. It takes an immense amount of inner power to speak about these limits, and I respect you for it.",I am so happy to hear that. Waking up with free and painless arm movements is a beautiful thing for your health.
Physical,Loss or change of physical abilities,"[Name], did you spend most of your hours inside the bed because your body refused to move around this week?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","I hear you clearly, [Name]. Thank you for being so incredibly brave and transparent about your daily energy steps today.",That is excellent to hear. It is a big comfort to know that your physical mobility is completely untouched by sickness.
Physical,Loss or change of physical abilities,"[Name], did you find it difficult to change your clothes or wash yourself because your body felt too heavy and weak?","A person getting cancer treatment said she had trouble walking. She said, ""I couldn’t walk but slowly I would go."" 
Another person said bathing became slow and difficult. She said, ""If I go to bath I would take long time, slowly I used to do it."" ","I appreciate your honest words, [Name]. Facing these daily changes is tough, and your response is fully respected here.",That brings a lot of joy. It is wonderful to see you managing all your personal chores with total ease and comfort.
Emotional,Worry/Anxiety,"Now, I'd like to understand your emotional well-being, [Name]. You can pause and continue later if you feel tired. In the past week, have you been feeling heavy tension or worry about anything?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","I hear you [Name]. Having tension is very natural right now. Take a slow, deep breath, and just let your mind rest for a moment.","That's very nice to hear, [Name]. It seems your mind has been mostly calm."
Emotional,Worry/Anxiety,"Now, let us talk a little about your emotional well-being, [Name]. In this past week, did your mind feel heavy with tension and worry about your health or family?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","Thank you for sharing your thoughts so openly. It makes complete sense that your heart is carrying this weight right now, so please give yourself permission to just drop the worry and rest your mind today.","That is very peaceful to hear, [Name]. Having a mind that feels light and quiet is a wonderful support for your health journey right now."
Emotional,Worry/Anxiety,"Let's talk a little bit about your emotional well-being and peace of mind, [Name]. You can pause if you are tired. During these past few days, did you notice any tension inside you, or were you constantly worrying about how things will turn out?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","I hear you clearly, and it is very normal to have these restless moments when you are going through so much. Take a slow, quiet breath and try to focus only on this single, safe moment right now.","That brings a lot of relief, [Name]. It is truly wonderful that your thoughts are running smoothly without any unnecessary tension."
Emotional,Worry/Anxiety,"Shifting our focus to your emotional well-being and inner feelings, [Name]. Have you been feeling very anxious, nervous, or worried when thinking about your daily routine this week?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","Thank you for telling me your true feelings. Dealing with an illness puts a lot of pressure on the mind, and it is entirely okay if you cannot stay positive or strong every single minute today.",That is excellent news! It sounds like you are managing to keep your heart steady and your thoughts beautifully relaxed during this time.
Emotional,Worry/Anxiety,"For the next few questions, I want to gently check on your emotional well-being, [Name]. You can always take a break if you wish. In the past week, did you feel any sudden tension or panic in your heart because of too many worries building up together?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","I appreciate you sharing this with me. When the mind gets crowded with questions, the best thing to do is stop, sip some water, and remember that you only have to handle today, not the whole future.","I am so happy to know that, [Name]. Keeping a calm and brave heart is an incredibly powerful thing when your body is recovering."
Emotional,Worry/Anxiety,"Now, I'd like to understand your emotional well-being, [Name]. In the past week, have you been feeling heavy tension or worry about anything?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","Thank you for sharing. It is difficult when your mind is full of tension, and you are being very brave just by facing today.",That is very happy news! I am so glad that your mind is feeling completely calm and relaxed today.
Emotional,Worry/Anxiety,"Now, let us talk a little about your emotional well-being, [Name]. In this past week, did your mind feel heavy with tension and worry about your health or family?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","I am sorry to hear that. When you carry so much worry, it takes a lot of heart to handle things one step at a time.",That is great to hear. It is a very big relief when your thoughts feel light and free from any worry.
Emotional,Worry/Anxiety,"Let's talk a little bit about your emotional well-being and peace of mind, [Name]. During these past few days, did you notice any tension or fear inside you?","A person with cancer said she was worried about telling her family about her illness. ""I was worried about telling my elderly parents and in-laws that I have cancer."" ","Please be very soft on yourself today. When your mind is worried, sitting quietly and breathing easy is the best thing you can do.",I am so glad to know that. Having a day without any mental tension brings so much peace to your heart.
